ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Restaurant_name_length
344853,Koramangala,Bangalore,Btc (Bathinda Thali Company),300.0,2.9,80,Indian,Koramangala,28
345023,Ghatkopar East,Mumbai,Birdy'S,400.0,4.0,50,"Desserts,Pastas",Tilak Road,7
345070,Jadavpur,Kolkata,Second Wife Restro,200.0,2.9,80,"Indian,Chinese,Combo",Jadavpur,18
345097,Shivaji Nagar,Bangalore,Santhanam Sweets,200.0,4.3,100,Sweets,Central Bangalore,16
345144,George Town,Chennai,Cream And Fudge,200.0,2.9,80,Indian,George Town,15
345184,Perambur,Chennai,The Rameez Home Kitchen,250.0,2.7,20,"Italian,Snacks",Perambur,23
345212,Sector 3 Rohini,Delhi,Pikwik Bakers,600.0,3.5,100,"Desserts,Bakery",Rohini,13
345475,Powai,Mumbai,Fresh Needs,80.0,2.9,80,Indian,Powai,11
345491,Himayath Nagar,Hyderabad,Big Bowl,250.0,3.7,50,Chinese,Himayath Nagar,8
345501,Gurukul,Ahmedabad,Food Adda,399.0,2.9,80,"Beverages,Pizzas",Opp. Galaxy Bazaar,9
345547,Sector 16 Rohini,Delhi,Food Of Dreams,300.0,4.0,100,"North Indian,Chinese",Rohini,14
345726,Koramangala,Bangalore,Chinese Kitchen,300.0,4.1,500,"Chinese,Indian",Koramangala,15
345833,Malleshwaram,Bangalore,Indotalian I I Cafe,300.0,2.9,80,"Italian,Fast Food,Snacks,Beverages,Ice Cream,Desserts",Malleshwaram,19
345838,Entally,Kolkata,The Tasty Bites @99,99.0,4.1,20,Fast Food,Central Kolkata,19
345886,Chembur,Mumbai,Noto - Healthy Ice Cream,190.0,4.5,100,Ice Cream,Chembur,24
346006,Mylapore,Chennai,Bayleaf Otg,300.0,4.5,50,"North Indian,Bengali,Biryani",Alwarpet,11
346034,Navrangpura,Ahmedabad,Iceberg Organic Icecreams,180.0,3.2,20,Ice Cream,Navrangpura,25
346051,Thousand Lights,Chennai,Trattoria By Toscano,800.0,4.4,500,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo",Nungambakkam,20
346056,Bhowanipore,Kolkata,Cha Bar Allenby,300.0,2.9,80,"Indian,Snacks,Beverages",Central Kolkata,15
346066,Navrangpura,Ahmedabad,Starbucks Coffee,400.0,4.2,100,"Beverages,Bakery",Manox Maxx,16
346067,Cox Town,Bangalore,Itc Master Chef Creations,650.0,4.4,500,"North Indian,Indian,Punjabi,Biryani,Chaat,Kebabs,Tandoor,Mughlai,Combo,Desserts",Gate 4 Jeevanahalli Main Rd,25
346076,Kasba,Kolkata,Fast And Foodicious,500.0,2.9,80,North Indian  Indian  Continental,Ruby Area,19
346080,Andheri East,Mumbai,Flame Game,500.0,4.4,50,Asian  Chinese  Seafood,Marol Sakinaka,10
346088,Sion,Mumbai,Food Garage,350.0,2.9,80,Continental  Chinese,Kurla,11
346104,Athwa,Surat,Shree Bhakti Dhokla & Spices,200.0,4.3,20,"Chinese,North Indian,Thalis,Punjabi",Athwa,28
346118,Kodungaiyur,Chennai,Arasan Bakery & Ice Cream,100.0,4.5,20,"Bakery,Ice Cream",Perambur,25
346195,Topsia,Kolkata,Abdullah 16,250.0,4.2,100,"Chinese,Indian,North Indian",Tangra,11
346224,Rohini,Delhi,Zaikedaar Biryani,250.0,2.9,80,"Fast Food,North Indian",Rohini,17
346225,Rohini,Delhi,Backstreet Cafe,300.0,4.0,20,"Chinese,Fast Food,Pizzas,Snacks",Rohini,15
346248,Sion,Mumbai,Nita Tandoor Shawarma,400.0,3.8,20,Fast Food  Snacks,Matunga Wadala,21
346273,Santacruz East,Mumbai,Maroosh ( Shawarmatikkabiryani & More),200.0,3.7,100,"North Indian,Lebanese,Biryani",Scruz Bandra East,38
346275,Rohini - Sector 16,Delhi,Mims Roll N Biryani,200.0,2.9,80,Indian,Gtb Nagar,19
346301,Baranagar,Kolkata,Kalpanas Kitchen,400.0,4.2,50,"Indian,Chinese,Combo",North Dumdum,16
346307,South Dumdum,Kolkata,Haji Taj Biriyani,250.0,2.9,80,"Biryani,Combo",Chinar Park,17
346423,Warje,Pune,Sattar Buksh Biryani And More,400.0,2.9,80,"Indian,Fast Food",Warje,29
346425,Warje,Pune,Uncle Chin'S,400.0,2.9,80,"Fast Food,Indian",Warje,12
346431,Warje,Pune,Baba G'S Momos,400.0,2.9,80,"Fast Food,Indian",Warje,14
346473,Rajouri Garden,Delhi,Burgerama,600.0,4.3,500,"American,Fast Food,Snacks,Beverages,Italian-American",Rajouri Garden,9
346560,Baner,Pune,Prawn Hub,800.0,3.8,20,"Seafood,Biryani",Baner,9
346588,Tiruvalleeswarar Nagar,Chennai,Sangeetha Veg (Vr Mall),200.0,4.2,20,Indian,Mogappair,23
346778,Rohini,Delhi,Biryani Hi Biryani,250.0,2.9,80,Indian,Rohini,18
346858,Chembur,Mumbai,Velvette Patisserie,350.0,4.1,20,Indian  Continental  Snacks  Sweets,Chembur,19
346879,Kalina,Mumbai,Cafe Sultan,300.0,2.9,80,"Biryani,Fast Food,Tandoor,Mughlai",Scruz Bandra East,11
346880,Asalpha,Mumbai,Deep Punjab Dhaba,500.0,2.9,80,North Indian  Tandoor  Punjabi  Seafood,Marol Sakinaka,17
346921,Pitam Pura,Delhi,Roll City,300.0,2.9,80,Fast Food,Nsp,9
346992,Erandwane,Pune,Cafe Central Perk,300.0,2.9,80,"Cafe,Italian,American",Kothrud,17
347069,Kothrud,Pune,Fried Chicken Destination,200.0,4.2,500,"Fast Food,American,Snacks",Kothrud,25
347256,Ashok Nagar,Bangalore,Toscano'S Crafted Cakes And Desserts,600.0,4.5,20,"Desserts,Bakery",Central Bangalore,36
347273,Kuber Nagar,Ahmedabad,Cake & Bake,200.0,3.7,20,Bakery,Naroda,11
347288,Pitam Pura,Delhi,K3 Kurry Ka King,300.0,4.0,50,"Chinese,Continental,Mughlai",Nsp,16
347372,Kalighat,Kolkata,Deja Bowl,250.0,4.0,100,"North Indian,Chinese,Biryani,Punjabi,Combo,Desserts,Indian",South Kolkata,9
347479,Rohini,Delhi,Happy Hours(Hr),300.0,2.9,80,Combo,Rohini,15
347487,Kalighat,Kolkata,Rang De Basanti Dhaba,350.0,4.3,500,"North Indian,Kebabs,Biryani,Snacks,Combo,Punjabi,Desserts,Tandoor,Indian",South Kolkata,21
347493,Sector 7 Rohini,Delhi,Hudson Chopsticks,300.0,4.2,1000,"Chinese,Thai,Pan-Asian,Oriental",Rohini,17
347502,Basavanagudi,Bangalore,Manwar Energy Addaa,350.0,2.9,80,Indian,Basavanagudi,19
347748,Huda Complex,Hyderabad,Zaika Bites,300.0,2.9,80,Indian,Kothapet & Dilsukhnagar,11
347806,Powai,Mumbai,The Tangled Noodles,200.0,4.3,100,Chinese  Thai  Asian  Oriental,Chandivali  Andheri East,19
347875,Kalighat,Kolkata,Curry & Crust- Tandoori Pizza,250.0,2.9,80,"Pizzas,Tandoor,Fast Food,Indian",South Kolkata,29
347909,Abids,Hyderabad,Gullu Dada'S Biryani,500.0,3.8,50,"Biryani,Hyderabadi,Desserts",Somajiguda & Khairtabad,20
348285,Gunrock Enclave,Hyderabad,Maharaja Dosa,200.0,3.6,20,South Indian,Kharkhana & Trimulgherry,13
348290,University Area,Ahmedabad,The Poutinerie,200.0,2.9,80,"Indian,North Indian",Navrangpura,14
348304,Andheri East,Mumbai,Clever Chinese,200.0,4.1,50,"Indian,Chinese",Andheri East,14
348324,Kodihalli,Bangalore,Andhra Home Biriyani,250.0,2.9,80,Biryani,Indiranagar,20
348395,Rohini,Delhi,The Burger Bistro,200.0,2.9,80,"American,Fast Food,Beverages",Rohini,17
348417,Sector 3 Rohini,Delhi,Variation (Rohini),350.0,4.1,100,"Chinese,Beverages,Fast Food",Rohini,18
348443,Swargate,Pune,The Momo Co.,250.0,2.9,80,"Tibetan,Asian,Chinese,Fast Food,Desserts,Snacks",Swargate,12
348460,Aundh,Pune,99 Pancakes,300.0,2.9,80,"Beverages,Desserts",Aundh,11
348461,Anna Nagar,Chennai,Collage By Toscano,600.0,4.2,100,"Italian,Indian,Asian,Pizzas,Pastas,Salads,Desserts",Jawaharlal Nehru Road,18
348517,Sadashiv Peth,Pune,Abhis Corner By Samarth Foods,150.0,2.9,80,"Fast Food,Italian,Chinese",Swargate,29
348518,Perambur,Chennai,A M Biryani,350.0,3.7,20,"Biryani,Chinese,Fast Food,Snacks",Perambur,11
348533,Andheri East,Mumbai,Caravan Serai,1000.0,2.9,80,Indian  Fast Food,Andheri East,13
348534,Sangvi,Pune,Izletes Pizza,250.0,2.9,80,"Pizzas,Fast Food,Italian-American,Italian",New Sangvi,13
348560,Perambur,Chennai,Donut Hubb,300.0,2.9,80,"Fast Food,Beverages",Ayanavaram,10
348635,Mylapore,Chennai,Devakottai Chettinad,300.0,4.1,50,"Biryani,North Indian,Chinese,Snacks,Fast Food",Mylapore,20
348662,Narayanguda,Hyderabad,Cakezone,200.0,4.0,1000,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",Himayath Nagar,8
348725,Pitam Pura,Delhi,Chinese By Nature,100.0,3.2,50,"Chinese,Indian",Nsp,17
348745,Kothrud,Pune,Wraps Rolls & Bowls,250.0,3.8,50,"North Indian,Chinese,Fast Food,Desserts",Shivaji Nagar,19
348843,Deccan Gymkhana,Pune,The Brothers Shawarma Cafe,200.0,3.4,20,Fast Food,Shivaji Nagar,26
348887,Swargate,Pune,Big Bowl Company,300.0,3.7,20,"North Indian,Chinese,Biryani,Fast Food",Swargate,16
349282,Kurla West,Mumbai,A1 Darbar,200.0,4.3,50,Indian,Kurla,9
349432,Chembur,Mumbai,Bites N Grill,300.0,4.0,50,Pizzas  Pastas  Beverages  Snacks,Chembur,13
349486,Bandra East,Mumbai,Wraps Rolls & Bowls,250.0,4.1,100,"North Indian,Chinese,Fast Food,Desserts",Scruz Bandra East,19
349522,Perambur,Chennai,Chennai Classic Cakes,250.0,4.6,20,"Bakery,Continental,Pizzas",Perambur,21
349545,Koramangala,Bangalore,Dock Frost'D -Ice Cream & Milkshakes,250.0,4.4,500,"Desserts,Ice Cream,Beverages",Btm,36
349722,Nagarathpete,Bangalore,Atithi Satkaar,350.0,2.9,80,Indian,Majestic,14
349731,Aundh,Pune,Cafestarboy,300.0,4.0,20,"Chinese,Indian",Aundh,11
349735,Ballygunge,Kolkata,Bianco,900.0,4.4,50,Continental,South Kolkata,6
349757,Dahin Nagar,Surat,Brown Burger Co.,300.0,2.9,80,"American,Fast Food,Pizzas,Desserts,Ice Cream,Snacks",Adajan,16
349801,Tagore Garden Extension,Delhi,Sardar Ji Family Restaurant (Raja Garden),300.0,4.2,100,"Punjabi,Chinese,North Indian,Beverages,Tandoor,Kebabs,Indian,Fast Food",Rajouri Garden,41
349811,Jayanagar,Bangalore,Uff (Urban Food Factory),300.0,3.9,20,"Indian,Seafood,Chinese,Snacks",Jayanagar,24
349843,Kalighat,Kolkata,New Maharaj,200.0,4.8,20,Indian  Fast Food  Beverages  Combo  Chinese,South Kolkata,11
349963,Uppal,Hyderabad,Kailas Food Centre,99.0,2.9,80,South Indian,Uppal,18
349967,Rohini,Delhi,Hot & Spicy Restaurant,300.0,2.9,80,"Chinese,Indian,Tandoor",Rohini,22
350064,Vasanth Nagar,Bangalore,Chinese Hot,350.0,4.4,100,"Chinese,Thai,North Indian",Opp Shell Petrol Pump Millers Road,11
350065,Pulikeshi Nagar,Bangalore,The Paan Studio,300.0,4.2,50,Paan,Buddha Vihar Road,15
350067,Chudi Bazaar,Hyderabad,Pranav Dhaba,200.0,4.1,20,"Indian,Chinese",Begum Bazar,12
350104,Athwa,Surat,Cake Eggless,200.0,2.9,80,Bakery,Piplod,12
350109,Banjara Hills,Hyderabad,House Of Desserts,300.0,3.9,20,Desserts,Banjara Hills,17
350185,Bodakdev,Ahmedabad,The Roast,300.0,3.9,100,"Continental,Chinese,Indian",Vastrapur,9
350378,Koregoan Park,Pune,Dal Baati & Co.,500.0,2.9,80,"Thalis,North Indian,Indian",Dhole Patil Road,15
350429,Himayat Nagar,Hyderabad,Shrodinger'S Pizza,350.0,2.9,80,Pizzas,Himayat Nagar,18
350524,Bandra East,Mumbai,Uttar Da Puttar,500.0,3.3,20,"North Indian,Indian,Punjabi,Biryani",Scruz Bandra East,15
350532,Anna Nagar,Chennai,Virudhunagar Poricha Parotta,300.0,3.8,100,"Biryani,Beverages,Indian",Annanagar,28
350537,Rohini,Delhi,Hyderabadi Biryani Zaika,250.0,2.9,80,"Biryani,Indian",Rohini,24
350618,Park Street Area,Kolkata,The Curry Leaf,300.0,4.7,50,South Indian,Central Kolkata,14
350672,Vasanth Nagar,Bangalore,Paivihar,300.0,2.9,80,"Chinese,Indian",Central Bangalore,8
350705,Wanwadi,Pune,Krushna Pure Veg,400.0,4.3,1000,"South Indian,Indian,Chinese",Wanowrie,16
350735,Himayatnagar,Hyderabad,Farmbowl By Urbankisaan,300.0,4.2,500,"Healthy Food,Salads",Himayath Nagar,23
350943,Khairtabad,Hyderabad,Shree Venkateshwara Coffee Shop,200.0,4.2,20,"North Indian,Snacks,Beverages",Banjara Hills,31
351055,Kestopur,Kolkata,Thali Ghar,300.0,2.9,80,Thalis,Lake Town,10
351183,Indiranagar,Bangalore,Responsible Biryani,450.0,4.2,50,"Biryani,North Indian,Mughlai,Tandoor,Kebabs",Hal 2Nd Stage,19
351193,Hakimpet,Hyderabad,Haleem House,200.0,3.9,100,"North Indian,Chinese,Biryani",Tolichowki,12
351222,Rohini,Delhi,Biryani Chaska,250.0,2.9,80,"Italian,Chinese,Indian,Biryani,Snacks",Rohini,14
351532,Shankarapura,Bangalore,Punjabi Bowl,300.0,2.9,80,"Home Food,North Indian,Thalis,Beverages,Chinese,Healthy Food,Indian,Combo,Punjabi",Basavanagudi,12
351574,Entally,Kolkata,Chill Station,300.0,3.1,20,"Ice Cream,Pizzas,Beverages,Fast Food",Central Kolkata,13
351861,Kasba,Kolkata,Taste And Aroma,500.0,2.9,80,Chinese  Indian  Thalis  Beverages,Ruby Area,15
351912,New Alipore,Kolkata,Credo Fashion Cafe,400.0,2.9,80,Beverages,Alipore,18
352022,Ameerpet,Hyderabad,Surprise India - Online Cake Delivery,200.0,3.7,20,Bakery,Ameerpet,37
352270,Cossipore,Kolkata,Cake Walas,250.0,2.9,80,Bakery  Indian  Combo  Desserts,Dum Dum,10
352355,Kilpauk,Chennai,Pastry Maniaa,200.0,4.7,100,"Desserts,Pizzas,Pastas,Continental,Bakery",Annanagar,13
352508,Ashok Nagar,Bangalore,Itc Hotels- Nutmeg The Cake Shop,1000.0,2.9,80,Desserts,Central Bangalore,32
352528,Tangra,Kolkata,Fung Fa,900.0,2.9,80,"Chinese,Indian,Fast Food",Tangra,7
352601,Gopipura,Surat,Kekiz The Cake Shop,400.0,2.9,80,"Bakery,Desserts",Athwa,19
352646,Kilpauk,Chennai,Dindigul Kulambu Kadai,450.0,4.1,100,"Chettinad,South Indian",Annanagar,22
352648,Kilpauk,Chennai,Fish N You,450.0,3.9,100,Seafood,Annanagar,10
352683,Rohini,Delhi,Rhythm Room,300.0,2.9,80,"Continental,Beverages,Chinese",Rohini,11
352684,Banjara Hills,Hyderabad,Mendy'S Burger,500.0,2.9,80,"Continental,Beverages",Banjara Hills,14
352721,Powai,Mumbai,Chef'S Hat,500.0,2.9,80,Indian  Punjabi  North Indian  Mughlai  Seafood,Powai,10
352725,Paldi,Ahmedabad,Chai G,200.0,3.3,20,"Beverages,Fast Food,Snacks",Paldi & Ambawadi,6
352834,Bidhannagar,Kolkata,Container Kebab By Baba Rafi,550.0,2.9,80,"Indian,Kebabs,Fast Food,Beverages",Salt Lake,28
352836,Indiranagar,Bangalore,Kanpur Ki Kachauri,275.0,4.5,50,"North Indian,Combo",Indiranagar,18
352897,Padmarao Nagar,Hyderabad,Pkp - Pidata Kinda Pappu,150.0,2.9,80,Snacks  Indian,Nallakunta & Vidyanagar,24
352917,Rohini,Delhi,Desi Cafe,300.0,2.9,80,Indian,Rohini,9
353121,Arumbakkam,Chennai,Square Ruth,400.0,4.3,100,"American,Mexican,Pastas",Arumbakkam,11
353212,Kilpauk,Chennai,Chinese Panda,450.0,3.7,20,"Chinese,Fast Food",Annanagar,13
353218,Kalyani Nagar,Pune,Mughal Sarai,200.0,2.9,80,Indian,Kalyani Nagar,12
353243,Kalyani Nagar,Pune,Dum Laga Ke Biryani,200.0,2.9,80,Indian,Kalyani Nagar,19
353278,Feelkhana,Hyderabad,Hotel Rajdhani,500.0,3.8,20,North Indian  South Indian  Biryani  Tandoor,Himayath Nagar,14
353366,Sampangi Rama Nagar,Bangalore,Ka01,400.0,2.9,80,North Indian,Raja Ram Mohan Roy Rd,4
353368,Thousand Lights,Chennai,Paratha Bros By Ibis,400.0,4.3,100,North Indian,Anna Sailai,20
353383,Rohini,Delhi,Madhu'S Kitchen,200.0,4.0,20,"North Indian,Indian",Rohini,15
353433,Mota Varachha,Surat,Cracked Egg,300.0,2.9,80,Indian,Mota Varachha,11
353529,Narayan Peth,Pune,The Sea Secret,1000.0,2.9,80,"Indian,Chinese",Shivaji Nagar,14
353591,Banjara Hills,Hyderabad,Mandi @36,1000.0,4.1,500,"Arabian,Continental,Haleem",Banjara Hills,9
353702,Kurla,Mumbai,Samrat Hotel,350.0,4.0,500,"Chinese,Indian,Mughlai",Kurla,12
353709,Navrangpura,Ahmedabad,Marky Momos,300.0,4.1,100,"Chinese,Combo,Thalis,Biryani,Italian,American,Mongolian",Navrangpura,11
353712,Kurla West,Mumbai,K-70 Food Hub,300.0,3.8,50,"Mughlai,Chinese,Tandoor",Kurla,13
353739,Beniapukur,Kolkata,Jugal'S,300.0,4.3,100,Sweets  Desserts,Central Kolkata,7
353754,Dum Dum,Kolkata,Foodjet,300.0,4.3,100,"Indian,Chinese,Biryani,Combo",Dumdum,7
353783,Gariahat,Kolkata,Cafe Koffee Kotha - Quick Bites & Continental,300.0,2.9,80,"Continental,American,Mexican,Beverages,Desserts",South Kolkata,45
353871,Tondiarpet,Chennai,Daily Fresh Ice Creams,100.0,2.9,80,Ice Cream,Royapuram,22
353897,Pulikeshi Nagar,Bangalore,Kc Das Sweet Bite,100.0,4.4,100,"Bengali,Snacks,Sweets",Frazer Town,17
353915,Toli Chowki,Hyderabad,Bakewell Cake House,100.0,4.1,100,"Bakery,Fast Food,Pizzas,Sweets",Tolichowki,19
353967,Egmore,Chennai,Platez,100.0,2.9,80,"Indian,Continental",Egmore,6
354020,Ambawadi,Ahmedabad,Sandwich N Shakes,100.0,2.8,20,"Continental,Beverages",Vastrapur,17
354264,Rohini,Delhi,The Waffle Co,300.0,4.3,50,"Desserts,Beverages",Rohini,13
354371,Bidhannagar,Kolkata,Snack N Go,400.0,2.9,80,"Snacks,Beverages,Desserts",Salt Lake,10
354480,Bandra East,Mumbai,Ravi Juice Center,150.0,2.9,80,Indian,Scruz Bandra East,17
354531,Ashok Nagar,Bangalore,Burger Seigneur,1200.0,4.3,100,"American,Beverages",Central Bangalore,15
354536,Basheer Bagh,Hyderabad,Shahi Zaiqa,750.0,4.2,50,Biryani  North Indian  Chinese,Himayath Nagar,11
354562,Aundh,Pune,Billy'S Brewstirs,1000.0,2.9,80,"Indian,American,Continental",Aundh,17
354620,Sinthee,Kolkata,Calcutta Cabin,200.0,3.7,50,Bengali,Dumdum,14
354629,Rohini,Delhi,Box8 - Desi Meals,250.0,4.0,500,"North Indian,Biryani,Combo,Snacks",Rohini,17
354630,Rohini,Delhi,Itminaan Biryani - Dum Pukht,250.0,4.0,50,"North Indian,Biryani,Combo,Snacks",Rohini,28
354631,Rohini,Delhi,Mealful Rolls - Meals In A Roll,250.0,4.1,50,"North Indian,Biryani,Combo,Snacks",Rohini,31
354632,Rohini,Delhi,Leancrust Pizza - Thincrust Experts,350.0,4.2,50,"Pizzas,Italian",Rohini,35
354639,Kothrud,Pune,Pind Da Swad,300.0,4.2,50,"Punjabi,North Indian,Thalis,Combo",Kothrud,12
354672,Banjara Hills,Hyderabad,Udupi Dosa House,100.0,4.2,100,South Indian,Banjara Hills,16
354704,Powai,Mumbai,Babu Moshai - The Bong Foodie,200.0,3.3,50,"Bengali,Kebabs,Mughlai,Biryani,North Indian,Fast Food,Beverages,Indian",Powai,29
354770,Santacruz East,Mumbai,Biryani Tales,200.0,3.8,20,Biryani,Scruz Bandra East,13
354772,Santacruz East,Mumbai,Mediterranean Delights,250.0,3.9,20,"Mediterranean,Combo",Scruz Bandra East,22
354801,Matunga,Mumbai,Mumbai Bites,200.0,4.0,100,Fast Food,Matunga Wadala,12
354818,Golconda Fort,Hyderabad,Saira Home Made Food,300.0,4.4,50,Indian,Tolichowki,20
354871,Powai,Mumbai,The Healthy Farm Juice Center,180.0,4.3,100,"Juices,Beverages",Powai,29
354877,Thousand Lights,Chennai,Dr Bubbles,350.0,4.4,100,"Beverages,Snacks,Juices,Bakery,Desserts",Nungambakkam,10
354889,Kavadiguda,Hyderabad,Bismillah Hotel,100.0,3.4,100,"South Indian,Thalis,Beverages",Nallakunta & Vidyanagar,15
354893,Patel  Nagar,Delhi,Sk 2 Pizza And Burger,200.0,2.9,80,"Pizzas,Continental",Kirti Nagar,21
354955,Nampally,Hyderabad,Mataam Al Jazirah,300.0,4.2,50,"Desserts,Arabian,Beverages",Nampally,17
355057,Park Street Area,Kolkata,Octa,800.0,4.0,20,"Asian,Chinese,Indian,Continental,Italian,American,Japanese",Central Kolkata,4
355111,Kurla West,Mumbai,Janta Lunch Home,300.0,2.9,80,"Indian,Chinese,Seafood,Tandoor,Punjabi,Biryani",Kurla,16
355133,Ballygunge,Kolkata,Blue Tokai Coffee Roasters,400.0,4.5,100,"Healthy Food,American,Lebanese,Mediterranean,European,Juices,Middle Eastern",South Kolkata,26
355179,Chembur,Mumbai,Canteen Central - Burgers Pastas And More,300.0,4.0,100,"American,Pastas,Fast Food,Snacks,Desserts,Beverages,North Indian,Italian",Khardeo Nagar,41
355181,Ashok Nagar,Bangalore,Badmaash,600.0,2.9,80,"North Indian,Biryani,Indian,Punjabi,Kebabs,Mughlai,Fast Food,Hyderabadi,Desserts,Seafood",Central Bangalore,8
355224,Chembur,Mumbai,Home Plate,160.0,4.1,100,"Home Food,North Indian,Healthy Food,Thalis,Desserts,Indian,Punjabi",Khardeo Nagar,10
355245,Gopalapuram,Chennai,Degh Biryani,400.0,2.9,80,Biryani,Royapettah,12
355252,Parvati Paytha,Pune,Dakhkhan Delicacies,500.0,2.9,80,Indian,Sahkar Nagar 2,19
355443,Chembur,Mumbai,Chinese Culture - By Singh Saab,500.0,4.0,50,Chinese,Chembur,31
355450,Chamrajpet,Bangalore,Kolkata Famous Kati Roll,99.0,2.9,80,"Snacks,Fast Food,Beverages",Basavanagudi,24
355543,Nanpura,Surat,Bada Baksa,500.0,2.9,80,"North Indian,Chinese,Tandoor,Jain,Biryani,Desserts,Beverages",Athwa,10
355602,Karve Nagar,Pune,London Dairy,280.0,2.9,80,"Desserts,Ice Cream",Kothrud,12
355673,Perambur,Chennai,Guru Baba Store,150.0,4.3,100,"Snacks,Chaat",Ragava Street,15
355703,Bandra Area,Mumbai,Pizzza.In,800.0,2.9,80,Pizzas  Italian,Bandra West,9
355806,Kurla,Mumbai,Baba Falooda (Kurla),200.0,4.4,1000,"Ice Cream,Beverages,Desserts",Powai,20
355835,West Mambalam,Chennai,Ss Hyderabad Biryani,300.0,4.3,1000,Biryani,Mylapore,20
355867,Punjabi Bagh,Delhi,Wonder Bao,800.0,4.1,50,"Chinese,Fast Food,Pan-Asian",Punjabi Bagh,10
355905,Vastrapur,Ahmedabad,Shobha Foods,200.0,2.9,80,"North Indian,Indian",Vastrapur,12
355979,Gultekdi,Pune,Cafe Peter Veg,500.0,2.9,80,"Italian,Continental",Bibwewadi,14
356158,Rohini,Delhi,Flavour Of Spices,250.0,2.9,80,"Mughlai,North Indian,Chinese",Rohini,17
356173,Andheri East,Mumbai,Nosh & Beyond,1000.0,4.7,20,Cafe  Italian  Pizzas  Fast Food  Combo  Beverages  Desserts,Marol Sakinaka,13
356203,Velly View Enclave,Hyderabad,The Shawarma Spot,160.0,4.0,20,Continental,Suncity & Bandlaguda,17
356231,Annanagar East,Chennai,Davara Coffee,100.0,2.9,80,Indian,Annanagar,13
356261,Toli Chowki,Hyderabad,Pizza Store,300.0,2.9,80,"Fast Food,Pizzas",Tolichowki,11
356297,Tollygunge,Kolkata,Momo Raja,300.0,4.5,100,"Chinese,Combo",Jadavpur,9
356334,Sion,Mumbai,Sip N Dine Bar And Restaurant,700.0,2.9,80,"Indian,Biryani,Seafood,Chinese,Kebabs",Matunga Wadala,29
356479,Balavinayagar Nagar,Chennai,Ambur Biriyani Since 1967,300.0,3.9,100,Biryani,Arumbakkam,25
356481,Kankurgachi,Kolkata,Zalt,200.0,4.4,20,Indian,Burrabazar,4
356490,Kurla,Mumbai,Sentral Fusion,200.0,2.9,80,Chinese,Kurla,14
356512,Ambawadi,Ahmedabad,Round Slice,300.0,3.8,50,"Pizzas,Italian,Italian-American,Pastas,Beverages",Ambawadinehrunagar,11
356513,Koti,Hyderabad,Mandi Pride,400.0,3.8,20,Indian,Himayath Nagar,11
356575,Rohini,Delhi,Momo Magic Cafe,300.0,4.3,100,"Beverages,Chinese,Fast Food",Rohini,15
356627,Sector 8 Rohini,Delhi,Rollsome,250.0,4.0,500,Beverages,Rohini,8
356638,Taltala,Kolkata,Inox,400.0,2.9,80,Fast Food,5 Jawaharlal Nehru Road,4
356725,Himayath Nagar,Hyderabad,Khichdi Experiment,250.0,4.3,100,"Home Food,Indian,Healthy Food,North Indian,Snacks,Maharashtrian,Sweets,South Indian,Combo,Desserts,Beverages,Kebabs",Himayatnagar,18
356727,Himayath Nagar,Hyderabad,Bowlsome,250.0,3.6,20,"Asian,North Indian,Continental,Healthy Food,Punjabi,Home Food,Oriental,Desserts,Beverages,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi",Himayatnagar,8
356729,Himayath Nagar,Hyderabad,Paratha Experiment,250.0,2.9,80,North Indian  Punjabi  Home Food  Indian  Snacks  Combo  Desserts  Beverages  South Indian  Continental  Chettinad  Healthy Food  Chinese  Sweets,Himayatnagar,18
356732,Himayath Nagar,Hyderabad,The Biryani Experiment,250.0,3.5,20,"Biryani,Hyderabadi,Indian,Kebabs,North Indian,South Indian,Andhra,Afghani,Combo,Desserts,Beverages,Punjabi,Kerala,Sweets,Arabian,Lucknowi,Parsi,Tandoor",Himayatnagar,22
356741,Himayath Nagar,Hyderabad,That Pizza Place,250.0,2.9,80,Pizzas  Italian  Fast Food  Desserts  Continental  Mediterranean  American  Mexican  Indian  Combo  Beverages  Bakery  French  Sweets  European  Lebanese  Snacks,Himayatnagar,16
356800,Santacruz East,Mumbai,Spice Of Life,200.0,2.9,80,"Chinese,Continental",Scruz Bandra East,13
356907,Lake Town,Kolkata,Krazzy For Ice Cream Sundae,200.0,2.9,80,Ice Cream,Lake Town,27
356940,Sagrampura,Surat,Rooster(The Sunshine Foods),200.0,3.9,100,"Indian,Pastas,Pizzas,Continental,Beverages",Athwa,27
357006,Navrangpura,Ahmedabad,Fozzie'S Pizzaiolo,900.0,3.8,20,"Salads,Italian,Mexican,Desserts,Beverages",Navrangpura,18
357012,New Malakpet,Hyderabad,Sahadeva Reddy'S Chaat Chowk,300.0,4.2,50,"Chaat,Fast Food",Kothapet & Dilsukhnagar,28
357220,Kothrud,Pune,The Momo House,250.0,4.1,50,"Tibetan,Beverages",Kothrud,14
357341,New Alipore,Kolkata,King'S Tea Cafe,400.0,4.1,100,"Italian,Beverages",Alipore,15
